model,ens,exp,postprocess,table,grid,varn,period,mean
MCM-UA-1-0,r1i1p1f2,ssp370,global_mean,Amon,gn,tas,2071-2080,3.48
MIROC6,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2071-2080,2.65
MIROC-ES2L,r1i1p1f2,ssp370,global_mean,Amon,gn,tas,2071-2080,2.86
MPI-ESM1-2-HR,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2071-2080,2.97
MPI-ESM1-2-LR,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2071-2080,3.08
MRI-ESM2-0,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2071-2080,3.27
NorESM2-LM,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2071-2080,2.48
NorESM2-MM,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2071-2080,2.63
TaiESM1,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2071-2080,3.95
UKESM1-0-LL,r1i1p1f2,ssp370,global_mean,Amon,gn,tas,2071-2080,4.72
ACCESS-CM2,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2081-2090,4.51
ACCESS-ESM1-5,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2081-2090,3.96
AWI-CM-1-1-MR,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2081-2090,3.99
BCC-CSM2-MR,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2081-2090,3.66
CAMS-CSM1-0,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2081-2090,2.74
CESM2-WACCM,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2081-2090,4.29
CESM2,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2081-2090,4.31
CMCC-CM2-SR5,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2081-2090,4.19
CNRM-CM6-1-HR,r1i1p1f2,ssp370,global_mean,Amon,gr,tas,2081-2090,4.75
CNRM-CM6-1,r1i1p1f2,ssp370,global_mean,Amon,gr,tas,2081-2090,4.42
CNRM-ESM2-1,r1i1p1f2,ssp370,global_mean,Amon,gr,tas,2081-2090,4.07
CanESM5-CanOE,r1i1p2f1,ssp370,global_mean,Amon,gn,tas,2081-2090,6.07
CanESM5,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2081-2090,5.89
EC-Earth3-AerChem,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2081-2090,4.47
EC-Earth3-Veg-LR,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2081-2090,4.18
EC-Earth3-Veg,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2081-2090,4.79
EC-Earth3,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2081-2090,4.34
FGOALS-f3-L,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2081-2090,3.91
FGOALS-g3,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2081-2090,3.26
GFDL-ESM4,r1i1p1f1,ssp370,global_mean,Amon,gr1,tas,2081-2090,3.26
GISS-E2-1-G,r1i1p1f2,ssp370,global_mean,Amon,gn,tas,2081-2090,3.91
INM-CM4-8,r1i1p1f1,ssp370,global_mean,Amon,gr1,tas,2081-2090,3.24
INM-CM5-0,r1i1p1f1,ssp370,global_mean,Amon,gr1,tas,2081-2090,3.20
IPSL-CM6A-LR,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2081-2090,4.86
KACE-1-0-G,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2081-2090,4.86
MCM-UA-1-0,r1i1p1f2,ssp370,global_mean,Amon,gn,tas,2081-2090,3.90
MIROC6,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2081-2090,2.98
MIROC-ES2L,r1i1p1f2,ssp370,global_mean,Amon,gn,tas,2081-2090,3.21
MPI-ESM1-2-HR,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2081-2090,3.38
MPI-ESM1-2-LR,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2081-2090,3.42
MRI-ESM2-0,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2081-2090,3.61
NorESM2-LM,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2081-2090,2.88
NorESM2-MM,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2081-2090,3.01
TaiESM1,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2081-2090,4.47
UKESM1-0-LL,r1i1p1f2,ssp370,global_mean,Amon,gn,tas,2081-2090,5.47
ACCESS-CM2,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2091-2100,4.81
ACCESS-ESM1-5,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2091-2100,4.17
AWI-CM-1-1-MR,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2091-2100,4.16
BCC-CSM2-MR,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2091-2100,3.85
CAMS-CSM1-0,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2091-2100,2.87
CESM2-WACCM,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2091-2100,4.54
CESM2,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2091-2100,4.52
CMCC-CM2-SR5,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2091-2100,4.38
CNRM-CM6-1-HR,r1i1p1f2,ssp370,global_mean,Amon,gr,tas,2091-2100,5.01
CNRM-CM6-1,r1i1p1f2,ssp370,global_mean,Amon,gr,tas,2091-2100,4.70
CNRM-ESM2-1,r1i1p1f2,ssp370,global_mean,Amon,gr,tas,2091-2100,4.34
CanESM5-CanOE,r1i1p2f1,ssp370,global_mean,Amon,gn,tas,2091-2100,6.40
CanESM5,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2091-2100,6.21
EC-Earth3-AerChem,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2091-2100,4.83
EC-Earth3-Veg-LR,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2091-2100,4.49
EC-Earth3-Veg,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2091-2100,5.07
EC-Earth3,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2091-2100,4.63
FGOALS-f3-L,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2091-2100,4.07
FGOALS-g3,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2091-2100,3.46
GFDL-ESM4,r1i1p1f1,ssp370,global_mean,Amon,gr1,tas,2091-2100,3.43
GISS-E2-1-G,r1i1p1f2,ssp370,global_mean,Amon,gn,tas,2091-2100,4.07
INM-CM4-8,r1i1p1f1,ssp370,global_mean,Amon,gr1,tas,2091-2100,3.41
INM-CM5-0,r1i1p1f1,ssp370,global_mean,Amon,gr1,tas,2091-2100,3.33
IPSL-CM6A-LR,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2091-2100,5.23
KACE-1-0-G,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2091-2100,5.10
MCM-UA-1-0,r1i1p1f2,ssp370,global_mean,Amon,gn,tas,2091-2100,4.04
MIROC6,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2091-2100,3.18
MIROC-ES2L,r1i1p1f2,ssp370,global_mean,Amon,gn,tas,2091-2100,3.34
MPI-ESM1-2-HR,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2091-2100,3.62
MPI-ESM1-2-LR,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2091-2100,3.52
MRI-ESM2-0,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2091-2100,3.77
NorESM2-LM,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2091-2100,3.01
NorESM2-MM,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2091-2100,3.16
TaiESM1,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2091-2100,4.80
UKESM1-0-LL,r1i1p1f2,ssp370,global_mean,Amon,gn,tas,2091-2100,5.88
ACCESS-CM2,r1i1p1f1,ssp585,global_mean,Amon,gn,tas,2021-2040,1.69
ACCESS-ESM1-5,r1i1p1f1,ssp585,global_mean,Amon,gn,tas,2021-2040,1.65
AWI-CM-1-1-MR,r1i1p1f1,ssp585,global_mean,Amon,gn,tas,2021-2040,1.86
BCC-CSM2-MR,r1i1p1f1,ssp585,global_mean,Amon,gn,tas,2021-2040,1.50
CAMS-CSM1-0,r1i1p1f1,ssp585,global_mean,Amon,gn,tas,2021-2040,1.20
CESM2-WACCM,r1i1p1f1,ssp585,global_mean,Amon,gn,tas,2021-2040,1.88
CESM2,r1i1p1f1,ssp585,global_mean,Amon,gn,tas,2021-2040,1.80
CIESM,r1i1p1f1,ssp585,global_mean,Amon,gr,tas,2021-2040,2.06
CMCC-CM2-SR5,r1i1p1f1,ssp585,global_mean,Amon,gn,tas,2021-2040,1.85
CNRM-CM6-1-HR,r1i1p1f2,ssp585,global_mean,Amon,gr,tas,2021-2040,2.04
CNRM-CM6-1,r1i1p1f2,ssp585,global_mean,Amon,gr,tas,2021-2040,1.63
CNRM-ESM2-1,r1i1p1f2,ssp585,global_mean,Amon,gr,tas,2021-2040,1.46
CanESM5-CanOE,r1i1p2f1,ssp585,global_mean,Amon,gn,tas,2021-2040,2.63
CanESM5,r1i1p1f1,ssp585,global_mean,Amon,gn,tas,2021-2040,2.40
E3SM-1-1,r1i1p1f1,ssp585,global_mean,Amon,gr,tas,2021-2040,1.86
EC-Earth3-CC,r1i1p1f1,ssp585,global_mean,Amon,gr,tas,2021-2040,1.86
EC-Earth3-Veg-LR,r1i1p1f1,ssp585,global_mean,Amon,gr,tas,2021-2040,1.58
EC-Earth3-Veg,r1i1p1f1,ssp585,global_mean,Amon,gr,tas,2021-2040,2.12
EC-Earth3,r1i1p1f1,ssp585,global_mean,Amon,gr,tas,2021-2040,1.77
FGOALS-f3-L,r1i1p1f1,ssp585,global_mean,Amon,gr,tas,2021-2040,1.81
FGOALS-g3,r1i1p1f1,ssp585,global_mean,Amon,gn,tas,2021-2040,1.52
FIO-ESM-2-0,r1i1p1f1,ssp585,global_mean,Amon,gn,tas,2021-2040,2.00
GFDL-CM4,r1i1p1f1,ssp585,global_mean,Amon,gr1,tas,2021-2040,1.55
GFDL-ESM4,r1i1p1f1,ssp585,global_mean,Amon,gr1,tas,2021-2040,1.25
GISS-E2-1-G,r1i1p1f2,ssp585,global_mean,Amon,gn,tas,2021-2040,2.07
HadGEM3-GC31-LL,r1i1p1f3,ssp585,global_mean,Amon,gn,tas,2021-2040,2.05
HadGEM3-GC31-MM,r1i1p1f3,ssp585,global_mean,Amon,gn,tas,2021-2040,1.80
IITM-ESM,r1i1p1f1,ssp585,global_mean,Amon,gn,tas,2021-2040,1.37
INM-CM4-8,r1i1p1f1,ssp585,global_mean,Amon,gr1,tas,2021-2040,1.51
INM-CM5-0,r1i1p1f1,ssp585,global_mean,Amon,gr1,tas,2021-2040,1.50
IPSL-CM6A-LR,r1i1p1f1,ssp585,global_mean,Amon,gr,tas,2021-2040,1.83
KACE-1-0-G,r1i1p1f1,ssp585,global_mean,Amon,gr,tas,2021-2040,2.40
KIOST-ESM,r1i1p1f1,ssp585,global_mean,Amon,gr1,tas,2021-2040,1.80
MCM-UA-1-0,r1i1p1f2,ssp585,global_mean,Amon,gn,tas,2021-2040,1.79
MIROC6,r1i1p1f1,ssp585,global_mean,Amon,gn,tas,2021-2040,1.22
MIROC-ES2L,r1i1p1f2,ssp585,global_mean,Amon,gn,tas,2021-2040,1.36
MPI-ESM1-2-HR,r1i1p1f1,ssp585,global_mean,Amon,gn,tas,2021-2040,1.45
MPI-ESM1-2-LR,r1i1p1f1,ssp585,global_mean,Amon,gn,tas,2021-2040,1.39
MRI-ESM2-0,r1i1p1f1,ssp585,global_mean,Amon,gn,tas,2021-2040,1.70
NESM3,r1i1p1f1,ssp585,global_mean,Amon,gn,tas,2021-2040,1.87
NorESM2-LM,r1i1p1f1,ssp585,global_mean,Amon,gn,tas,2021-2040,1.14
NorESM2-MM,r1i1p1f1,ssp585,global_mean,Amon,gn,tas,2021-2040,1.15
TaiESM1,r1i1p1f1,ssp585,global_mean,Amon,gn,tas,2021-2040,1.64
UKESM1-0-LL,r1i1p1f2,ssp585,global_mean,Amon,gn,tas,2021-2040,1.95
ACCESS-CM2,r1i1p1f1,ssp585,global_mean,Amon,gn,tas,2041-2060,2.70
ACCESS-ESM1-5,r1i1p1f1,ssp585,global_mean,Amon,gn,tas,2041-2060,2.52
AWI-CM-1-1-MR,r1i1p1f1,ssp585,global_mean,Amon,gn,tas,2041-2060,2.55
BCC-CSM2-MR,r1i1p1f1,ssp585,global_mean,Amon,gn,tas,2041-2060,2.34
CAMS-CSM1-0,r1i1p1f1,ssp585,global_mean,Amon,gn,tas,2041-2060,1.70
CESM2-WACCM,r1i1p1f1,ssp585,global_mean,Amon,gn,tas,2041-2060,2.86
CESM2,r1i1p1f1,ssp585,global_mean,Amon,gn,tas,2041-2060,2.87
CIESM,r1i1p1f1,ssp585,global_mean,Amon,gr,tas,2041-2060,3.10
CMCC-CM2-SR5,r1i1p1f1,ssp585,global_mean,Amon,gn,tas,2041-2060,2.91
CNRM-CM6-1-HR,r1i1p1f2,ssp585,global_mean,Amon,gr,tas,2041-2060,2.98
CNRM-CM6-1,r1i1p1f2,ssp585,global_mean,Amon,gr,tas,2041-2060,2.51
CNRM-ESM2-1,r1i1p1f2,ssp585,global_mean,Amon,gr,tas,2041-2060,2.25
CanESM5-CanOE,r1i1p2f1,ssp585,global_mean,Amon,gn,tas,2041-2060,3.87
CanESM5,r1i1p1f1,ssp585,global_mean,Amon,gn,tas,2041-2060,3.73
E3SM-1-1,r1i1p1f1,ssp585,global_mean,Amon,gr,tas,2041-2060,3.34
EC-Earth3-CC,r1i1p1f1,ssp585,global_mean,Amon,gr,tas,2041-2060,2.70
EC-Earth3-Veg-LR,r1i1p1f1,ssp585,global_mean,Amon,gr,tas,2041-2060,2.41
EC-Earth3-Veg,r1i1p1f1,ssp585,global_mean,Amon,gr,tas,2041-2060,3.03
EC-Earth3,r1i1p1f1,ssp585,global_mean,Amon,gr,tas,2041-2060,2.72
FGOALS-f3-L,r1i1p1f1,ssp585,global_mean,Amon,gr,tas,2041-2060,2.60
FGOALS-g3,r1i1p1f1,ssp585,global_mean,Amon,gn,tas,2041-2060,2.18
FIO-ESM-2-0,r1i1p1f1,ssp585,global_mean,Amon,gn,tas,2041-2060,2.84
GFDL-CM4,r1i1p1f1,ssp585,global_mean,Amon,gr1,tas,2041-2060,2.50
GFDL-ESM4,r1i1p1f1,ssp585,global_mean,Amon,gr1,tas,2041-2060,1.91
GISS-E2-1-G,r1i1p1f2,ssp585,global_mean,Amon,gn,tas,2041-2060,2.80
HadGEM3-GC31-LL,r1i1p1f3,ssp585,global_mean,Amon,gn,tas,2041-2060,3.17
HadGEM3-GC31-MM,r1i1p1f3,ssp585,global_mean,Amon,gn,tas,2041-2060,3.09
IITM-ESM,r1i1p1f1,ssp585,global_mean,Amon,gn,tas,2041-2060,2.11
INM-CM4-8,r1i1p1f1,ssp585,global_mean,Amon,gr1,tas,2041-2060,2.19
INM-CM5-0,r1i1p1f1,ssp585,global_mean,Amon,gr1,tas,2041-2060,2.17
IPSL-CM6A-LR,r1i1p1f1,ssp585,global_mean,Amon,gr,tas,2041-2060,3.03
KACE-1-0-G,r1i1p1f1,ssp585,global_mean,Amon,gr,tas,2041-2060,3.39
KIOST-ESM,r1i1p1f1,ssp585,global_mean,Amon,gr1,tas,2041-2060,2.46
MCM-UA-1-0,r1i1p1f2,ssp585,global_mean,Amon,gn,tas,2041-2060,2.66
